Temperature_c,Humidity,Wind_Speed_kmh,Wind_Bearing_degrees,Visibility_km,Pressure_millibars,Rain,Description
13.64444444,0.68,7.8085,39,16.1,1013.76,1,Normal
-2.222222222,0.86,9.982,120,11.6886,1019.85,0,Cold
21.02777778,0.64,3.4454,322,9.982,1026.71,1,Warm
18.13333333,0.82,6.4883,151,15.8263,1013.04,1,Normal
16.80555556,0.84,7.0035,130,15.1501,1015.2,1,Normal
14.97777778,0.68,29.3825,150,11.2056,1003.99,1,Normal
18.8,0.69,8.7584,59,9.982,1008.99,1,Normal
15.12222222,0.31,25.0516,338,11.4471,1006.91,1,Normal
16.11666667,0.76,10.8514,160,11.4471,1009.66,1,Normal
12.85,0.96,10.5455,89,6.1985,1003.8,1,Normal
19.4,0.49,9.4185,301,10.3523,1012.74,1,Warm
9.055555556,1,8.0822,159,4.9427,1013.96,1,Normal
13.98333333,0.42,9.7727,138,10.3523,1026.15,1,Normal
5.844444444,0.52,13.685,20,16.1,1029.98,1,Normal
-2.177777778,1,16.9694,180,2.0286,1014.41,0,Cold
22.1,0.54,20.7368,260,11.27,1009.8,1,Warm
17.69444444,0.84,9.4507,101,9.982,1020.3,1,Normal
19.47222222,0.79,9.3702,64,14.9569,1019.79,1,Warm
3.294444444,0.71,28.2394,301,15.1823,1013.56,1,Cold
7.222222222,0.93,6.1663,71,2.0286,1025.99,1,Normal
-3.772222222,0.53,23.1357,32,9.982,1029.18,0,Cold
26.11111111,0.54,14.49,140,9.982,1012.4,1,Warm
6.566666667,0.7,14.3612,124,14.9569,1026.69,1,Normal
14.45,0.71,9.8371,143,15.3111,1014.45,1,Normal
30.91111111,0.29,11.9784,178,9.982,1015.75,1,Warm
7.8,0.47,11.2056,311,11.27,1023.06,1,Normal
22.56666667,0.66,4.1055,281,11.0768,1004.17,1,Warm
10.81111111,0.59,12.1877,140,9.9015,1021.51,1,Normal
-1.222222222,1,7.1645,292,1.4812,1011.49,0,Cold
10.00555556,0.72,6.1824,224,10.2718,1021.45,1,Normal
17.6,0.84,0.1449,80,8.1305,1019.41,1,Normal
24.86111111,0.36,15.3916,314,10.3684,1019.1,1,Warm
7.777777778,0.68,3.22,210,9.982,1017.4,1,Normal
-3.327777778,0.89,3.7191,136,5.313,1026.28,0,Cold
19.83888889,0.53,16.3093,348,15.8263,1019.67,1,Warm
-1.155555556,0.84,17.2592,2,7.2128,1019.9,0,Cold
22.61111111,0.57,7.8729,3,16.1,1019.15,1,Warm
12.92777778,0.9,2.7531,191,14.9569,1021.64,1,Normal
22.72777778,0.33,12.5902,231,10.3684,1008.02,1,Warm
19.01111111,0.89,12.4453,293,7.2611,1003.86,1,Warm
15.01111111,0.83,11.27,330,16.1,1019.17,1,Normal
-0.555555556,0.89,6.6332,132,9.5956,1004.13,0,Cold
-5.483333333,0.96,4.4436,188,1.3846,1012.58,0,Cold
7.694444444,0.87,4.991,272,9.982,1011.47,1,Normal
9.994444444,0.71,30.8154,298,10.0303,1016.56,1,Normal
27.93888889,0.47,15.456,2,10.3523,1019.69,1,Warm
23.73333333,0.62,11.3505,292,16.1,1013.53,1,Warm
19.03888889,0.43,21.9121,109,11.2056,1022.25,1,Warm
22.77777778,0.38,9.66,160,9.982,1011.1,1,Warm
12.07222222,0.76,26.9353,18,14.9569,1014.44,1,Normal
0.916666667,0.9,9.5795,167,9.66,1019.97,1,Cold
12.61666667,0.52,15.1662,160,9.982,1013.51,1,Normal
22.27777778,0.76,1.5295,30,11.27,1010.31,1,Warm
26.03888889,0.47,20.3343,30,16.1,1020.9,1,Warm
11.05,0.99,8.0822,242,9.982,1018.01,1,Normal
23.59444444,0.63,15.3755,80,9.982,1010.74,1,Warm
7.961111111,0.9,22.2824,8,8.5974,1007.48,1,Normal
19.90555556,0.79,10.3201,150,15.6492,1009.93,1,Warm
7.777777778,0.89,8.1305,232,15.8263,1015.99,1,Normal
12.77777778,0.64,11.4149,240,10.0464,1024.18,1,Normal
5.294444444,0.99,5.4096,28,4.83,1021.75,1,Normal
12.06111111,0.67,0.1288,325,11.8013,1024.52,1,Normal
15.79444444,0.89,12.3004,254,16.1,1011.8,1,Normal
7.805555556,0.76,15.7136,210,6.2951,1022.26,1,Normal
17.27222222,0.7,8.7584,101,10.4006,1009.86,1,Normal
15.78888889,0.82,13.6367,359,15.8263,1011.87,1,Normal
19.59444444,0.75,4.0894,132,10.3523,1019.85,1,Warm
5.977777778,0.93,10.8353,222,15.8263,1011.7,1,Normal
15,0.87,11.27,340,16.1,1014.7,1,Normal
11.02777778,0.86,6.0858,305,16.1,1015.15,1,Normal
2.755555556,0.85,17.0499,21,14.9086,1030.16,1,Cold
12.27222222,0.87,12.9927,289,11.753,1007.06,1,Normal
18.27222222,0.84,3.4454,300,16.1,1020.34,1,Normal
5.883333333,0.88,10.0947,147,13.8621,1024.77,1,Normal
2.777777778,0.93,6.3434,192,2.1896,1008.52,1,Cold
1.166666667,0.76,13.202,150,6.6493,1021.67,1,Cold
17.30555556,0.8,5.9892,352,15.1501,1016.06,1,Normal
8.555555556,0.82,6.2951,9,15.1823,1027.08,1,Normal
14.96666667,0.42,12.7512,165,10.3684,1005.13,1,Normal
-1.016666667,0.96,5.1037,325,9.8371,1026.64,0,Cold
22.73888889,0.62,11.2217,340,11.27,1017.34,1,Warm
29.95555556,0.4,20.1894,40,11.27,1018.38,1,Warm
22.73333333,0.44,14.3773,338,9.982,1014.96,1,Warm
22.77777778,0.26,12.88,230,9.982,1014.8,1,Warm
28.85555556,0.63,17.3719,129,10.3523,1006.25,1,Warm
23.68333333,0.47,25.8244,150,15.8263,1008.64,1,Warm
1.111111111,0.78,20.93,190,16.1,1010.5,1,Cold
11.11111111,0.71,20.93,350,11.27,1023.3,1,Normal
4.111111111,0.96,2.5599,352,0.7728,1023.8,1,Cold
-4.922222222,0.53,1.0626,236,9.982,1026.32,0,Cold
22.77777778,0.73,7.6475,188,9.6761,1010.32,1,Warm
0,1,0,0,2.5921,0,0,Cold
-3.922222222,0.78,14.1841,238,8.3559,1026.28,0,Cold
19.00555556,0.83,15.5043,30,11.27,1020.12,1,Warm
11.57777778,0.96,2.9946,85,15.8263,1008.03,1,Normal
17.22222222,0.72,9.66,330,9.982,1023.3,1,Normal
5,0.93,20.93,250,8.05,1001.8,1,Normal
7.127777778,0.79,21.6867,151,9.0643,1008.71,1,Normal
5.416666667,1,6.44,220,1.4168,1035.4,1,Normal
18.78333333,0.48,31.4272,299,11.1412,1012.37,1,Normal
15.57777778,0.99,11.109,299,4.7173,1013.53,1,Normal
21.11111111,0.42,20.93,300,9.982,1019.6,1,Warm
19.96666667,0.63,11.5115,260,11.4471,1018.85,1,Warm
22.35,0.58,12.2038,3,15.5526,1009.18,1,Warm
4.977777778,0.93,10.9319,191,3.4454,1035.48,1,Normal
24.92777778,0.45,12.719,111,9.982,1004.79,1,Warm
23.91111111,0.54,12.0267,10,16.1,1016.23,1,Warm
7.35,0.69,5.7638,75,10.3523,1028.55,1,Normal
12.86666667,0.48,16.9211,341,11.2056,1015.79,1,Normal
7.277777778,0.61,6.0214,199,14.9569,1021.54,1,Normal
32.13333333,0.3,24.9067,150,10.3523,1015.91,1,Warm
15.02222222,0.73,32.039,160,11.2056,1003.55,1,Normal
2.316666667,0.88,3.1395,18,8.1305,1030.09,1,Cold
19.39444444,0.54,6.7298,43,16.1,1015.73,1,Warm
8.961111111,0.83,23.9085,281,9.982,1003.79,1,Normal
0.116666667,0.85,7.7602,239,16.0517,1022.17,1,Cold
17.22222222,0.93,3.2039,229,11.27,1004.12,1,Normal
12.71111111,0.8,6.601,182,15.8263,1005.01,1,Normal
22.17222222,0.49,13.6689,308,11.2056,1015.11,1,Warm
10.23888889,1,14.168,332,1.9803,1014.07,1,Normal
-6.205555556,0.89,11.1895,200,4.9105,1008.26,0,Cold
7.438888889,0.5,7.7441,144,9.2253,1022.91,1,Normal
-0.022222222,0.83,12.6385,151,9.9015,1021.4,0,Cold
-2.883333333,1,10.5133,30,0.161,1026.83,0,Cold
-0.422222222,0.89,10.7548,339,14.9569,1032.37,0,Cold
32.26111111,0.29,3.8318,132,15.5526,1015.05,1,Warm
12.77777778,0.55,4.83,100,11.27,991.3,1,Normal
-2.222222222,1,5.0393,119,0.805,1032.98,0,Cold
-2.2,0.86,11.0768,140,9.7566,1004.16,0,Cold
4.027777778,0.59,5.3774,77,15.1823,1035.3,1,Cold
31.04444444,0.3,12.0106,9,11.2056,1013.63,1,Warm
5,0.86,9.66,10,6.118,1017.6,1,Normal
13.88888889,0.31,7.5509,356,15.1823,1023.51,1,Normal
8.888888889,0.93,14.3129,60,9.982,1005.7,1,Normal
9.088888889,0.83,4.1216,13,6.8425,1024.58,1,Normal
9.861111111,0.94,8.1788,85,3.1234,1022.36,1,Normal
26.03888889,0.42,12.7029,120,16.1,1014.97,1,Warm
0.994444444,0.93,11.3988,336,11.6725,1002.79,1,Cold
23.52222222,0.81,13.3147,132,9.016,1006.52,1,Warm
6.527777778,0.96,2.7853,149,0.3381,1011.33,1,Normal
10.73888889,0.93,15.7297,327,4.186,1013.28,1,Normal
17.08888889,0.47,7.5831,93,10.3523,1015.31,1,Normal
1.138888889,0.93,16.6796,128,7.7763,1013.17,1,Cold
7.794444444,0.82,10.1269,319,9.982,1024.44,1,Normal
0.233333333,0.81,7.7441,220,9.1126,1032.55,1,Cold
15,0.59,2.9624,148,10.3523,1022.64,1,Normal
27.67777778,0.66,9.5312,224,10.4006,1009.88,1,Warm
26.11111111,0.32,7.6958,298,9.982,1021.67,1,Warm
17.87777778,0.63,16.5669,159,15.3111,1010.48,1,Normal
8.85,0.94,5.4418,352,14.0875,1019.98,1,Normal
15.16111111,0.66,12.3487,160,16.0517,1021.93,1,Normal
17.37222222,0.57,3.6225,251,11.4471,1014.32,1,Normal
28.91111111,0.36,4.0411,23,11.2056,1015.48,1,Warm
20.46111111,0.97,10.4489,309,8.1305,1017.44,1,Warm
16.06111111,0.31,20.286,11,16.1,1027.95,1,Normal
0.355555556,0.92,3.1878,345,0.161,1029.21,1,Cold
1.572222222,0.82,6.44,70,15.8263,1019.16,1,Cold
11.04444444,0.86,6.2468,251,16.1,1021.23,1,Normal
1.133333333,0.64,9.5956,109,9.982,1020.79,1,Cold
5.555555556,0.69,24.4076,310,15.1501,1007.69,1,Normal
22.07777778,0.64,9.499,109,9.982,1013.65,1,Warm
11.04444444,1,7.5992,151,0.161,1009.87,1,Normal
7.194444444,0.79,13.9587,177,8.8872,1019.25,1,Normal
1.238888889,0.92,3.2683,186,1.9159,0,1,Cold
6.188888889,0.93,9.4346,172,6.2951,1016.17,1,Normal
7,0.74,3.7191,262,7.2128,1019.32,1,Normal
13.93333333,0.81,21.413,180,10.0464,993.75,1,Normal
22.64444444,0.54,19.3039,286,12.5741,1008.36,1,Warm
22.39444444,0.53,31.7009,319,11.4471,1018.93,1,Warm
11.56111111,0.96,3.22,320,15.8263,1019.09,1,Normal
12.22222222,0.74,12.88,300,9.982,1020.4,1,Normal
14.42222222,0.96,3.3971,277,11.6725,1009.79,1,Normal
12.65555556,1,5.8282,286,3.8962,1014.16,1,Normal
10.04444444,0.93,3.0751,350,16.1,1025.81,1,Normal
12.73333333,0.83,9.3541,150,7.9695,1020.19,1,Normal
27.09444444,0.3,12.9444,154,15.5526,1020.27,1,Warm
13.79444444,0.52,16.8406,305,11.0768,1017.56,1,Normal
8.938888889,0.72,8.0822,173,10.3523,1020.89,1,Normal
17.31111111,0.81,3.22,10,9.982,1014.27,1,Normal
7.044444444,0.42,5.635,99,14.2485,1026.76,1,Normal
15,0.64,11.27,130,16.1,1020.8,1,Normal
-4.872222222,0.88,3.3649,279,14.6832,1014.23,0,Cold
8.816666667,0.75,20.4309,290,16.1,1023.28,1,Normal
22.85,0.34,17.3397,318,9.982,1015.12,1,Warm
2.211111111,1,7.2289,17,0.1771,1016.73,1,Cold
30.97222222,0.35,8.1788,338,10.3523,1018.49,1,Warm
13.88888889,0.9,6.44,300,15.134,1014.9,1,Normal
13.8,0.54,21.574,192,10.3523,1009.51,1,Normal
18.17222222,0.69,6.2951,119,15.8263,1011.7,1,Normal
12.32222222,1,3.22,120,9.982,1012.18,1,Normal
8.872222222,0.54,36.0801,311,10.3684,1006.63,1,Normal
-4.277777778,1,6.8103,212,0.3059,1027.82,0,Cold
27.12777778,0.31,5.0554,16,16.1,1020.66,1,Warm
12.22222222,0.8,13.846,21,15.1823,1014.67,1,Normal
9.95,0.55,14.8925,209,11.27,0,1,Normal
1.066666667,0.75,6.4883,326,15.8263,1025.15,1,Cold
9.905555556,0.84,3.1717,12,15.8263,1016.65,1,Normal
18.26666667,0.89,5.474,150,15.8263,1011.94,1,Normal
19.86666667,0.44,12.1555,351,10.4006,1018.22,1,Warm
4.333333333,0.83,14.1841,185,7.8729,1019.87,1,Cold
-1.666666667,0.81,3.22,300,9.982,1036.8,0,Cold
23.12222222,0.61,4.5724,144,15.2467,1011.64,1,Warm
17.66111111,0.61,7.6797,20,16.1,1021.64,1,Normal
7.222222222,0.6,14.49,0,11.27,1029.7,1,Normal
12.1,0.9,14.0553,280,10.0303,1003.1,1,Normal
6.716666667,0.86,3.4293,271,7.9695,1016.83,1,Normal
19.79444444,0.62,11.0929,19,9.982,1025.4,1,Warm
-3.888888889,0.88,6.0375,130,9.9015,1010.49,0,Cold
10.6,0.86,6.5849,313,15.8263,1004.57,1,Normal
29.04444444,0.39,10.4489,31,10.0464,1019.12,1,Warm
17.77777778,0.58,6.44,20,16.1,1018.3,1,Normal
-2.822222222,0.85,11.1251,358,6.8425,1032.4,0,Cold
18.41666667,0.7,5.2486,177,14.9569,1018.89,1,Normal
21.02222222,0.57,8.855,319,10.3523,1015.21,1,Warm
2.222222222,0.72,3.22,220,9.982,1035,1,Cold
6.111111111,0.65,9.66,200,9.982,1005.3,1,Normal
-1.061111111,0.92,7.8246,163,1.7549,1016.67,0,Cold
17.71111111,0.9,3.5581,33,8.4203,1011.23,1,Normal
7.666666667,0.81,13.9748,150,14.8764,1021.5,1,Normal
6.266666667,0.92,4.6207,12,6.0053,1023.8,1,Normal
32.22222222,0.38,8.2915,172,9.982,1020.14,1,Warm
12.98888889,0.73,0.5957,116,9.2897,1016.81,1,Normal
-0.088888889,0.96,10.1591,312,2.0769,1021.65,0,Cold
8.483333333,0.84,4.83,340,9.982,1024.86,1,Normal
12.25,0.69,9.1609,31,15.2306,1015.75,1,Normal
28.79444444,0.29,4.5724,22,9.982,1016.11,1,Warm
18.24444444,0.9,10.948,140,14.812,1010.35,1,Normal
7.155555556,0.87,16.7923,255,8.4203,1009.85,1,Normal
18.22222222,0.79,15.8907,349,14.9569,1016.09,1,Normal
6.083333333,0.94,10.8997,129,4.83,1020.78,1,Normal
-2.222222222,1,22.54,310,1.61,1008.5,0,Cold
27.66666667,0.39,13.6689,317,9.982,1021.4,1,Warm
18.81666667,0.33,26.565,169,16.1,1021.66,1,Normal
4.811111111,0.87,9.5634,249,10.2074,1018.88,1,Normal
10.02222222,0.77,14.5705,290,15.8263,1014.21,1,Normal
12.73333333,0.64,10.6904,29,11.2056,1012.97,1,Normal
9.855555556,0.71,10.6743,141,15.8263,1018.07,1,Normal
17.76666667,0.97,6.0858,83,6.3112,1015.03,1,Normal
32.22222222,0.44,4.9105,215,9.982,1013.08,1,Warm
1.8,0.95,9.2897,176,9.0321,1019.21,1,Cold
7.777777778,0.53,30.1231,318,11.27,1007.61,1,Normal
9.116666667,0.76,15.3272,171,9.982,1020.41,1,Normal
3.888888889,1,11.27,220,0.322,1019.3,1,Cold
12.57222222,0.83,28.4326,311,9.982,1010.54,1,Normal
2.827777778,0.56,16.0356,33,10.3523,1021.43,1,Cold
10.07777778,0.75,6.4561,35,10.6099,1014.8,1,Normal
30,0.29,9.1931,161,9.982,1012.1,1,Warm
17.68888889,0.73,14.1197,118,8.1949,999.86,1,Normal
18.15555556,0.64,7.2933,39,9.982,1016.71,1,Normal
17.7,0.91,3.7352,288,14.168,1011.5,1,Normal
-8.561111111,0.88,6.44,140,15.7297,1031.31,0,Cold
7.266666667,0.65,15.5043,270,16.1,1024.93,1,Normal
5.161111111,0.81,12.1555,175,9.5795,1018.68,1,Normal
9.444444444,0.83,17.71,260,15.134,1011.2,1,Normal
22.26666667,0.46,11.431,308,9.982,1021.5,1,Warm
15.11666667,0.82,14.4417,300,11.27,1012.14,1,Normal
11.08888889,0.93,15.5043,150,15.7297,1019.65,1,Normal
12.98333333,0.73,3.1717,358,16.0517,1023.07,1,Normal
22.04444444,0.57,11.0446,110,16.1,1015.48,1,Warm
2.777777778,0.49,23.4094,318,11.27,1028.07,1,Cold
12.78333333,0.73,17.0982,160,9.0643,1021.72,1,Normal
7.616666667,0.83,6.1502,137,10.2557,1032.49,1,Normal
36.06666667,0.19,7.6958,105,15.5526,1013.46,1,Warm
9.333333333,0.86,14.1036,20,15.8263,1019.74,1,Normal
17.22222222,0.26,9.66,330,9.982,1033.2,1,Normal
14.00555556,0.67,7.1967,249,14.9569,1002.62,1,Normal
4.038888889,0.92,7.6314,169,3.9606,1029.56,1,Cold
6.622222222,0.96,4.4758,258,3.0912,1027.24,1,Normal
3.233333333,0.91,9.4185,147,7.5509,1019.23,1,Cold
19.79444444,0.73,34.5023,309,11.1251,1018.42,1,Warm
8.366666667,0.88,19.481,291,14.9569,1009.39,1,Normal
27.8,0.43,12.236,21,9.982,1015.28,1,Warm
-7.772222222,0.99,3.7996,242,3.7191,1025.29,0,Cold
28.28333333,0.31,3.3488,127,16.1,1018,1,Warm
27.77777778,0.33,4.83,300,9.982,1019.7,1,Warm
32.77777778,0.3,9.499,248,9.982,1004.92,1,Warm
7.244444444,0.6,39.3323,319,11.27,1009.46,1,Normal
11.73888889,0.84,10.948,327,14.9569,1018.67,1,Normal
3.216666667,0.96,6.4239,148,6.0697,1020.29,1,Cold
27.57222222,0.43,3.3488,148,10.2557,1011.01,1,Warm
-0.122222222,0.82,7.4221,98,7.5509,1037.03,0,Cold
19.90555556,0.61,4.6207,334,15.8263,1023.13,1,Warm
22.72777778,0.37,23.6026,313,10.3684,1014.92,1,Warm
1.133333333,0.86,6.0858,178,9.5312,1023.57,1,Cold
-1.161111111,0.72,31.878,290,15.8263,1020.53,0,Cold
14.93888889,0.83,6.4722,329,14.9569,1018.51,1,Normal
15,0.33,9.66,200,9.982,1025.9,1,Normal
1.088888889,0.85,14.3612,241,7.9051,1017.27,1,Cold
2.266666667,0.93,1.61,350,0.8372,1029.21,1,Cold
21.7,0.55,7.2772,136,15.5204,1016.45,1,Warm
17.08333333,0.82,4.7495,309,11.0446,1009.76,1,Normal
15,0.96,13.5884,221,15.8263,1006.3,1,Normal
8.888888889,0.86,0,0,6.118,1014.8,1,Normal
13.24444444,0.74,10.3845,139,15.8746,1022.6,1,Normal
9.466666667,0.63,6.6332,338,15.8263,1019.03,1,Normal
7.583333333,0.87,13.524,250,6.1985,1019.87,1,Normal
8.861111111,0.66,14.5222,188,8.05,1016.47,1,Normal
7.611111111,0.69,10.7709,116,9.982,1025.24,1,Normal
1.272222222,0.77,20.1572,328,9.982,1022.39,1,Cold
7.15,0.41,17.1465,309,9.9015,1010.55,1,Normal
11.11111111,0.56,12.88,40,11.27,1015.3,1,Normal
12.58333333,0.79,9.4346,338,9.9015,1027.91,1,Normal
18.73333333,0.73,9.0804,1,9.982,1015.04,1,Normal
30.02222222,0.58,7.4221,303,11.27,1014,1,Warm
3.861111111,0.86,0,0,9.7083,1028.09,1,Cold
16.6,0.96,11.0768,349,8.1305,1021.99,1,Normal
27.75,0.62,15.1179,341,11.27,1013.52,1,Warm
6.855555556,0.8,10.8353,149,4.2987,1006.46,1,Normal
4.927777778,1,3.0751,200,4.8139,1018.08,1,Normal
10.61111111,0.68,16.2932,275,9.982,1024.52,1,Normal
8.927777778,0.89,0.1288,120,9.7566,1024.3,1,Normal
15.14444444,0.87,8.4686,195,11.0768,1012.22,1,Normal
2.416666667,0.74,6.8908,321,3.6225,1027.12,1,Cold
1.161111111,0.75,3.0751,190,10.0464,1031.85,1,Cold
12.15555556,0.7,10.948,250,15.8263,1020.34,1,Normal
2.583333333,0.68,37.1749,309,15.1823,1020.58,1,Cold
2.244444444,0.73,12.6868,280,7.1323,1015.96,1,Cold
14.04444444,0.83,6.2629,21,15.5204,1014.38,1,Normal
-0.144444444,1,15.9551,51,2.5921,1008.21,0,Cold
2.711111111,0.95,4.8783,187,6.1985,1013.96,1,Cold
21.16111111,0.87,9.3058,257,9.9015,1010.5,1,Warm
9.061111111,0.73,18.5633,260,14.168,1006.9,1,Normal
10,0.77,4.83,170,9.982,999.5,1,Normal
5.161111111,0.96,3.6547,336,3.059,1006.68,1,Normal
2.222222222,0.84,11.2056,178,6.7942,1019.39,1,Cold
22.19444444,0.81,7.0679,293,10.3523,1014.59,1,Warm
7.777777778,0.96,4.83,50,0,1019.3,1,Normal
8.3,0.66,11.3344,150,11.8979,1018.61,1,Normal
27.19444444,0.44,13.8943,108,11.27,1011.2,1,Warm
18.79444444,0.53,15.9068,290,11.2056,1013.22,1,Normal
2.2,1,7.9373,132,9.7083,1008.88,1,Cold
2.777777778,0.82,12.88,300,9.982,1024.2,1,Cold
-9.072222222,0.74,9.2897,21,16.1,1034.08,0,Cold
11.82222222,0.95,6.2951,319,11.9784,1010.32,1,Normal
8.238888889,0.59,20.0445,319,16.1,1019.16,1,Normal
8.883333333,0.7,7.6314,19,9.982,1029.37,1,Normal
30.93888889,0.4,9.7405,275,10.3523,1013.57,1,Warm
12.13333333,0.66,17.549,280,9.982,1014.54,1,Normal
2.822222222,1,7.6797,141,1.2397,1024.5,1,Cold
2.144444444,0.92,20.7529,9,6.3595,1024.66,1,Cold
4.927777778,0.86,17.066,338,6.2951,1021.62,1,Normal
7.177777778,1,7.9212,61,0.805,1005.61,1,Normal
17.68888889,0.9,8.1627,21,9.982,1015.51,1,Normal
2.266666667,1,11.0446,141,6.0697,1014.16,1,Cold
7.566666667,0.64,8.7101,340,15.5526,1025.42,1,Normal
23.82222222,0.49,4.8783,180,11.4471,1014.73,1,Warm
19.98333333,0.69,3.0751,130,15.8263,1013.2,1,Warm
8.983333333,0.65,34.8565,310,11.27,1019.19,1,Normal
9.522222222,0.92,6.1019,153,4.7495,1018.28,1,Normal
1.3,0.99,4.4919,346,2.6404,1032.9,1,Cold
5.116666667,0.87,12.8156,60,15.3916,1006.42,1,Normal
4.927777778,0.74,28.5453,300,15.8263,992.72,1,Normal
27.19444444,0.29,9.2092,263,16.1,1017.91,1,Warm
-5,0.81,4.83,310,9.982,1022,0,Cold
-0.794444444,0.82,10.2718,169,8.1305,1030.93,0,Cold
3.744444444,0.9,4.3953,273,4.3792,1026.93,1,Cold
20.08888889,0.43,12.3809,104,10.3684,1019.81,1,Warm
7.3,0.93,0,0,14.6349,1029.23,1,Normal
28.00555556,0.54,12.7029,183,10.3523,1008.81,1,Warm
0.1,0.93,9.4668,177,6.1663,1018.47,1,Cold
2.222222222,0.89,13.5562,139,5.9087,1011.07,1,Cold
12.73333333,0.9,0.5957,194,11.27,1005.58,1,Normal
19.07222222,0.32,20.0284,7,10.3523,1018.31,1,Warm
2.755555556,0.82,9.3863,272,14.5705,1017.34,1,Cold
1.088888889,0.86,15.6009,11,8.1305,1022.79,1,Cold
-4.416666667,0.83,11.5437,291,15.8263,1033.87,0,Cold
3.75,0.78,6.1502,140,15.5526,1018.58,1,Cold
31.15555556,0.4,8.0661,121,9.982,1019.69,1,Warm
12.77777778,0.96,6.44,170,4.025,1013.1,1,Normal
9.911111111,0.6,8.2754,175,10.8836,1016.85,1,Normal
16.08888889,0.61,4.6046,190,9.982,1026.08,1,Normal
3.955555556,0.92,15.617,140,10.3523,1000.16,1,Cold
12.95555556,0.87,9.5312,232,10.7387,1000.08,1,Normal
22.81666667,0.59,4.6851,284,15.5526,1015.12,1,Warm
17.45,0.86,14.651,130,9.7566,1016.87,1,Normal
17.22222222,0.41,14.168,250,16.1,1012.29,1,Normal
6.138888889,0.62,6.0214,356,15.1823,1022.28,1,Normal
17.20555556,0.79,13.6206,299,15.3111,1013.49,1,Normal
23.78333333,0.85,3.5742,121,9.982,1011.57,1,Warm
15.13888889,0.32,10.4972,40,10.3523,1020.47,1,Normal
22.17777778,0.49,11.109,204,9.982,1009.17,1,Warm
0.972222222,0.59,10.9963,151,9.982,1009.18,1,Cold
11.87222222,0.89,6.44,140,15.1501,1025.96,1,Normal
11.21666667,0.94,20.7529,193,11.3827,1009.29,1,Normal
24.83333333,0.55,11.8657,313,11.27,1016.49,1,Warm
1.405555556,0.78,12.1394,156,14.9569,1016.27,1,Cold
27.25555556,0.68,11.2056,161,11.27,1013.76,1,Warm
12.9,0.72,14.1197,22,11.27,1027.46,1,Normal
28.70555556,0.62,16.6957,359,11.4471,1016.06,1,Warm
14.86111111,0.52,9.3541,118,16.1,1019.62,1,Normal
-0.727777778,0.99,10.7226,316,2.0608,1015.34,0,Cold
19.97777778,0.5,14.3451,188,10.0464,1016.85,1,Warm
20.86111111,0.77,2.8336,167,15.8263,1013.32,1,Warm
3.1,0.87,2.7531,40,14.8764,1016.32,1,Cold
-3.405555556,0.93,6.2468,14,4.5241,1028.81,0,Cold
-1.183333333,0.87,5.6833,243,9.1287,1002.66,0,Cold
20,0.31,20.93,20,9.982,1014.7,1,Warm
8.577777778,0.92,13.1537,11,14.2163,1008.46,1,Normal
19.09444444,0.84,12.7834,181,9.982,1004.37,1,Warm
23.86111111,0.41,9.4024,42,15.1823,1006.34,1,Warm
5.927777778,0.87,10.5777,110,3.3971,1019.4,1,Normal
11.11111111,0.54,48.2034,310,11.2056,0,1,Normal
6.111111111,0.76,9.66,290,11.27,1025.6,1,Normal
26.88888889,0.43,12.3648,27,9.982,1012.44,1,Warm
4.905555556,0.67,6.1663,150,15.8263,1027.5,1,Normal
8.772222222,0.93,9.5151,100,9.5473,1010.7,1,Normal
18.88888889,0.56,11.431,208,11.27,1009.22,1,Warm
21.16111111,0.42,11.0929,291,11.27,1011.7,1,Warm
7.222222222,0.65,14.49,270,9.982,1019.2,1,Normal
2.661111111,0.88,3.4615,286,5.2486,1016.84,1,Cold
14.88333333,0.88,7.6153,71,9.6761,1012.3,1,Normal
16.06666667,0.87,9.3541,350,5.1359,1011.69,1,Normal
24.26111111,0.85,6.279,140,14.9086,1014.36,1,Warm
7.183333333,1,3.22,140,3.4615,1025.25,1,Normal
7.666666667,0.66,10.2074,147,15.8263,1016.22,1,Normal
-1.072222222,0.7,9.2736,52,9.8049,1026.53,0,Cold
5.533333333,0.96,3.0751,180,2.9302,1015.82,1,Normal
-8.161111111,0.99,2.0447,165,0.966,1028.83,0,Cold
5.955555556,0.65,1.8032,275,10.2557,1010.71,1,Normal
7.227777778,0.74,10.304,48,11.4471,1020.97,1,Normal
17.15555556,0.58,12.3648,51,11.27,1020.39,1,Normal
7.105555556,0.75,26.7421,19,9.982,1012.68,1,Normal
6.233333333,0.93,4.7656,178,9.982,1015.13,1,Normal
2.433333333,1,4.4114,176,4.2021,1015.11,1,Cold
24.97222222,0.45,22.1536,241,15.456,1009.2,1,Warm
30.72777778,0.46,14.2163,200,10.3523,1012.5,1,Warm
-0.155555556,0.83,10.4006,309,11.0768,1022.47,0,Cold
17.86666667,0.97,6.8264,347,7.7924,1014.87,1,Normal
18.14444444,0.7,6.3756,331,15.8263,1017.23,1,Normal
10.99444444,0.93,4.83,150,1.8676,1017.6,1,Normal
4.905555556,0.86,13.7977,320,9.9015,1014.18,1,Normal
4.95,0.93,3.22,150,1.3202,1001.6,1,Normal
21.16111111,0.41,8.1949,140,9.982,1014.68,1,Warm
15.02777778,0.96,3.2039,249,10.0786,1015.12,1,Normal
